id;updated;type;band;mode;network;network_id;district;call;city;channel;output;tx_shift;access;status;lat;lng;locator;masl;magl;watt_pep;dir;ant;backup
799;"2018-08-18";"Hotspot";70;"D-Star";"ircDDB";"";"OZ";"OZ0EVA-B";"Skagen";"";434.4875;"Duplex 0";"DV Carrier";"QRV";57.7301;10.5725;"JO57GR";"";"";"";"Omni";"";0
800;"2025-03-31";"Repeater";70;"DMR";"Brandmeister";238103;"OZ";"OZ1REC";"Vodskov";"RU374";434.675;-2;"CC 11";"QRV";57.114;10.031;"JO57AC";"";55;20;"Omni";"";0
801;"2023-04-25";"Repeater";70;"DMR";"DMRplus";"";"OZ";"OZ8EVA";"Fredrikshavn";"RU370";434.625;-2;"CC 11";"QRV";57.4166;10.4166;"JO57FK";106;27;20;"Omni";"7 dB";0
802;"2018-08-18";"Repeater";70;"D-Star";"ircDDB";"";"OZ";"OZ0DST-B";"Frederikshavn";"RU366";434.575;-2;"DV Carrier";"QRV";57.4624;10.4566;"JO57FL";18;10;15;"Omni";"";0
803;"2018-08-18";"Repeater";70;"FM";"";"";"OZ";"OZ9RER";"Frederikshavn";"RU386";434.825;-2;94.8;"QRV";57.4375;10.5417;"JO57GK";"";"";"";"Omni";"";0
804;"2018-08-18";"Repeater";70;"DMR";"DMR +";"";"OZ";"OZ4REN";"Aalborg / Støvring";"RU375";434.6875;-2;"CC 11";"QRV";56.8888;9.819;"JO46VV";"";"";"";"Omni";"";0
805;"2018-08-18";"Repeater";70;"D-Star";"ircDDB";"";"OZ";"OZ1REJ-B";"Hjørring";"RU365";434.5625;-2;"DV Carrier";"QRV";57.4647;9.9394;"JO47XL";"";"";"";"Omni";"";0
806;"2018-08-18";"Repeater";70;"D-Star";"ircDDB";"";"OZ";"OZ1REC-B";"Vodskov";"RU364";434.55;-2;"DV Carrier";"";57.114;10.031;"JO57AC";34;50;15;"Omni";"";0
807;"2021-12-05";"Repeater";70;"D-Star";"ircDDB";"";"OZ";"OZ2DST-B";"Brønderslev";"RU367";434.5875;-2;"DV Carrier";"QRT";57.16;9.57;"JO47XG";38;10;15;"Omni";"";0
809;"2023-12-28";"Repeater";70;"DMR";"Brandmeister";240290;2;"SK2AT";"Vännäs";"RU398";434.975;-2;"CC 2";"QRV";63.975;19.964;"JP93XX";250;35;25;"Omni";"Aerial OY AV1914-H (4 stack 10dBi)";2
813;"2023-02-04";"Repeater";70;"C4FM";"Wires-X";31945;0;"SKØQO";"Bagarmossen";"RU366";434.575;-2;"";"QRV";59.2787;18.1257;"JO99BG";60;"";20;"";"";2
814;"2020-03-21";"Repeater";70;"DMR";"Brandmeister";240008;0;"SKØNN/1";"Johanneshov";"RU394";434.925;-2;"CC 0";"QRV";59.2942;18.073;"JO99AH";120;"";20;"";"";0
817;"2025-08-06";"Repeater";2;"FM";"Echolink";725736;3;"SK3GA/R";"Hudiksvall";"RV62";145.775;-0.6;127.3;"QRT";61.723;17.1;"JP81NR";80;34;30;"Omni";"6,3 dBi";2
820;"2018-10-24";"Repeater";2;"FM / DMR";"Brandmeister";240324;3;"SK3RHU";"Hudiksvall";"RV57";145.7125;-0.6;"127.3 / CC 3";"QRV";61.723;17.1;"JP81NR";80;20;50;"Omni";"6,5 dBi";0
821;"2018-10-28";"Repeater";70;"D-Star";"";"";"OZ";"OZ3DST-B";"Aalborg city";"RU368";434.6;-2;"DV Carrier";"QRV";57.0529;9.9174;"JO47XB";"";"";"";"Omni";"";0
822;"2018-08-10";"Repeater";70;"D-Star";"";"";"OZ";"OZ3DST-B";"Aalborg city";"RU368";434.6;-2;"DV Carrier";"QRV";57.0529;9.9174;"JO47XB";"";"";"";"Omni";"";0
824;"2018-11-01";"Repeater";70;"DMR";"Brandmeister";240325;3;"SK3RHU";"Hudiksvall";"RU366";434.575;-2;"CC 3";"QRV";61.723;17.1;"JP81NR";17;34;45;"Omni";"6.5 dBi";0
826;"2018-11-13";"Repeater";70;"FM";"";"";5;"SK5BB/R";"Arboga / Kolsva";"RU390";434.875;-2;"Carrier";"QRV";59.6076;15.836;"JP79WO";"";"";"";"";"";0
827;"2018-11-13";"Repeater";2;"FM";"";"";5;"SK5BB/R";"Arboga / Kolsva";"RV54";145.675;-0.6;"Carrier";"QRV";59.6076;15.836;"JP79WO";"";"";"";"";"";0
829;"2024-02-23";"Repeater";70;"FM";"";"";7;"SK7GH/R";"Hillerstorp";"RU368";434.6;-2;156.7;"QRV";57.3426;13.8567;"JO67WI";280;10;5;"Omni";"5x 5/8";1
831;"2018-01-21";"Repeater";70;"D-Star";"ircDDB";"";"TF";"TF3RPI";"Reykjavik / Bláfjöll";"";439.95;-5;"DV Carrier";"QRV";63.9763;-21.635;"HP93EX";690;"";"";"";"";0
832;"2015-02-13";"Repeater";6;"FM";"";"";"OH6";"OH6RVC";"Lapua";"RF85";51.85;-0.6;1750;"QRV";62.96;23.03;"KP12MX";140;12;10;"";"";0
833;"2015-02-13";"Repeater";10;"FM";"";"";"OH1";"OH1RHU";"Turku (Åbo)";"RH3";29.68;-0.1;1750;"QRV";60.4792;22.2917;"KP10DL";100;40;30;"";"";0
834;"2018-12-15";"Repeater";70;"DMR";"Brandmeister";240017;0;"SMØWIU/R";"Dalarö";"RU387";434.8375;-2;"CC 0";"QRV";59.1353;18.4106;"JO99ED";"";15;"";"";"";0
836;"2025-08-18";"Repeater";2;"FM";"SvxReflector";"";6;"SK6RKG";"Halmstad";"RV54";145.675;-0.6;114.8;"QRV";56.7614;13.0505;"JO66MS";162;52;20;"Omni";"Aerial OY";2
837;"2023-09-12";"Repeater";2;"FM / C4FM";"SvxReflector";"";3;"SK3JR/R2";"Östersund / Brattåsen";"RV63";145.7875;-0.6;127.3;"QRV";63.1047;14.6022;"JP73HC";"";"";"";"";"";0
838;"2019-01-02";"Link";70;"FM";"";"";3;"SM3KDR";"Krokom / Aspås";"";434.975;"Simplex";127.3;"QRV";63.3649;14.5147;"JP73GI";375;"";5;"Omni";"7,2 dBi";0
839;"2023-11-23";"Repeater";2;"FM";"SvxReflector";"";0;"SKØNN/R";"Stockholm";"RV58";145.725;-0.6;77;"QRV";59.32;18.07;"JO99AH";"";"";50;"";"";0
841;"2025-07-06";"Repeater";2;"FM";"SvxReflector";"";6;"SK6JX/R";"Falkenberg";"RV50";145.625;-0.6;"1750 / 118.8 / DTMF 1";"QRV";56.9027;12.4888;"JO66FV";15;12;20;"Omni";"";2
842;"2025-11-11";"Repeater";2;"FM";"SvxReflector";"";0;"SKØCT/R";"Kista";"RV63";145.7875;-0.6;77;"QRT";59.4;17.95;"JO89XJ";"";"";"";"";"";2
843;"2026-02-08";"Repeater";70;"FM";"";"";0;"SKØRYG";"Upplands Väsby";"RU374";434.675;-2;77;"QRV";59.5238;17.9224;"JO89XM";"";"";25;180;"Aerial OY AV1914 (4 stack 10dBi)";2
848;"2025-03-09";"Repeater";2;"FM";"SvxReflector / Echolink / IRLP";"5908 / 8000";6;"SK6BA/R";"Skene";"RV48";145.6;-0.6;94.8;"QRV";57.5095;12.6;"JO67HM";150;18;80;"";"X-300 / 4 stack dipole";1
849;"2025-03-09";"Repeater";70;"FM";"SvxReflector / Echolink / IRLP";"5908 / 8000";6;"SK6BA/R";"Skene";"RU396";434.95;-2;94.8;"QRV";57.5095;12.6;"JO67HM";150;18;80;"";"4x dipole";1
850;"2017-12-25";"Repeater";70;"DMR / D-Star / C4FM";"Brandmeister";242103;"LA";"LA2YRR";"Follo / Stangåsen";"RU380";434.75;-2;"CC 1";"QRV";59.7708;10.7917;"JO59JS";228;"";"";"";"";0
851;"2025-02-09";"Hotspot";70;"DMR / D-Star / C4FM";"Brandmeister / ircDDB";2406268;6;"SK6BA-B";"Skene";"";433.5625;"Duplex 0";"DV Carrier";"QRV";57.495;12.656;"JO67HL";"";"";"";"Omni";"Diamond X50";0
852;"2025-02-19";"Repeater";70;"FM";"";"";7;"SM7JPI/R";"Karlshamn";"RU394";434.925;-2;79.7;"QRV";56.1674;14.8601;"JO76KE";40;39;40;"Omni";"Diamond X-300N";2
855;"2019-03-14";"Repeater";2;"DMR";"Brandmeister";240620;6;"SK6RKI";"Kortedala";"RV47";145.5875;-0.6;"CC 6";"QRV";57.7613;12.0373;"JO67AS";"";"";"";"";"";0
856;"2020-01-21";"Repeater";2;"D-Star";"";"";5;"SK5BN-C";"Norrköping";"RV46";145.575;-0.6;"DV Carrier";"QRV";58.7156;16.0893;"JO88BR";180;40;25;"";"";2
858;"2019-04-28";"Repeater";2;"FM";"";"";3;"SK3RET";"Bollnäs / Arbrå";"RV52";145.65;-0.6;"1750 / 127.3 / DTMF *5";"QRV";61.485;16.21;"JP81CL";"";"";"";"";"";0
859;"2023-08-27";"Repeater";70;"FM / DMR";"Brandmeister";240524;5;"SG5DV";"Uppsala";"RU367";434.5875;-2;"82.5 / CC 5";"QRV";59.8507;17.6345;"JO89TU";48;20;50;"Omni";"Diamond X50";2
860;"2023-08-27";"Repeater";2;"FM";"SvxReflector";"";5;"SG5DV";"Uppsala";"RV47";145.5875;-0.6;"1750 / 136.5 / DTMF *";"QRV";59.8507;17.6345;"JO89TU";48;20;40;"Omni";"Diamond X50";2
861;"2023-04-23";"Repeater";2;"FM";"";"";4;"SK4EA/R";"Kopparberg";"RV48";145.6;-0.6;1750;"QRV";59.9223;15.0425;"JO79MW";409;34;12;180;"4 x dipoles";1
862;"2019-05-06";"Repeater";70;"DMR";"Brandmeister";240777;7;"SK7BQ";"Kristianstad";"RU362";434.525;-2;"CC 7";"QRV";56.005;14.065;"JO76AA";"";42;20;"Omni";"";0
863;"2025-10-16";"Repeater";70;"DMR";"Brandmeister";240444;4;"SA4BNA";"Arvika";"RU398";434.975;-2;"CC 4";"QRT";59.5793;12.5401;"JO69GN";75;8;15;"Omni";5;0
864;"2019-05-13";"Repeater";70;"DMR";"Brandmeister";240704;7;"SA7BIK";"Höör";"RU393";434.9125;-2;"CC 7";"QRV";55.9567;13.5661;"JO65SW";"";40;20;"Omni";"";0
870;"2025-05-18";"Repeater";6;"FM";"";"";5;"SK5LW/R";"Eskilstuna";"RF85";51.85;-0.6;82.5;"QRT";59.3919;16.4213;"JO89FJ";45;30;20;"";"GP";0
871;"2019-05-30";"Repeater";70;"FM";"";"";5;"SK5VM/R";"Eskilstuna";"RU398";434.975;-2;82.5;"QRV";59.3561;16.5001;"JO89GI";23;30;25;"";"4 stackade dipoler";0
872;"2023-12-10";"Repeater";2;"FM";"Echolink / SvxReflector";676702;5;"SK5LW/R";"Eskilstuna / Slytan";"RV49";145.6125;-0.6;82.5;"QRV";59.229;16.625;"JO89HF";100;30;85;"";"4 stackade dipoler";0
873;"2025-06-11";"Repeater";70;"FM";"";"";6;"SK6RJW";"Kungsbacka";"RU378";434.725;-2;114.8;"QRV";57.4874;12.077;"JO67AL";37;20;15;"Omni";"Diamond 11.4 dBi";2
874;"2022-01-16";"Repeater";2;"FM / DMR";"SVXReflector / Echolink / BM.";"284125 / 240603";6;"SK6QA/R";"Stenungsund";"RV57";145.7125;-0.6;"114.8 / CC 6";"QRV";58.0823;11.9943;"JO58XB";112;66;18;"180°";"Aerial OY 2x AV1312-2 (dipole 2dBi)";2
875;"2026-05-20";"Repeater";2;"FM";"";"";2;"SK2CI";"Boden";"RV50";145.625;-0.6;"1750 / 107.2";"QRV";65.7927;21.6558;"KP05TT";215;5;25;"Omni";"GP";0
877;"2025-08-09";"Repeater";70;"D-Star";"ircDDB";"";6;"SK6DW/R";"Trollhättan";"RU390";434.875;-2;"";"QRV";58.275;12.29;"JO68DG";"";"";"";"";"";2
878;"2019-07-17";"Repeater";70;"DMR";"Brandmeister";240094;0;"SKØEN";"Älmsta";"RU368";434.6;-2;"CC 0";"QRV";59.9733;18.8097;"JO99JX";40;40;25;"Omni";"10 dBi";0
879;"2022-10-19";"Repeater";70;"FM";"SvxReflector";"";6;"SK6RFQ";"Guldheden";"RU372";434.65;-2;"1750 / 114.8 / DTMF 6";"QRV";57.6785;11.9787;"JO57XQ";120;50;"";"";"Aerial OY AV1914-H (4 stack 10dBi)";0
880;"2022-10-19";"Repeater";2;"FM";"SvxReflector";"";6;"SK6RFQ";"Guldheden";"RV52";145.65;-0.6;"1750 / 114.8 / DTMF 6";"QRV";57.6785;11.9787;"JO57XQ";120;50;"";"";"TX: Aerial Oy AV1912 RX: GP-98";0
883;"2025-10-19";"Repeater";2;"FM";"";"";0;"SKØBJ/R";"Nynäshamn";"RV57";145.7125;-0.6;123;"QRV";58.9055;17.9402;"JO88XV";80;45;25;"";"4 stackad Ariel OY";0
884;"2024-04-21";"Repeater";2;"FM / DMR";"SvxReflector / Brandmeister";240604;6;"SK6IF";"Kungshamn";"RV54";145.675;-0.6;"94.8 / CC 6";"QRV";58.3569;11.257;"JO58PI";78;45;20;"120°";"Dipoles";0
889;"2019-08-05";"Repeater";70;"DMR";"Brandmeister";240722;7;"SK7REE";"Helsingborg";"RU368";434.6;-2;"CC 7";"QRV";56.0362;12.704;"JO66IA";"";40;20;"";"6 dBi";0
890;"2019-08-05";"Repeater";70;"DMR";"Brandmeister";240709;7;"SK7AF";"Eksjö";"RU365";434.5625;-2;"CC 7";"QRV";57.647;15.018;"JO77MP";"";7;25;"Omni";"10 dBi";0
891;"2020-04-02";"Repeater";70;"FM / DMR";"Brandmeister";240430;4;"SK4KR";"Karlskoga";"RU384";434.8;-2;"CC 4";"QRV";59.3175;14.4812;"JO79FH";"";16;25;"Omni";"9 dBi";1
892;"2019-08-05";"Repeater";70;"DMR";"Brandmeister";240410;4;"SK4RGL";"Falun";"RU370";434.625;-2;"CC 1";"QRV";60.6295;15.677;"JP70UP";"";"";"";"Omni";"";0
893;"2025-05-25";"Repeater";2;"FM";"SvxReflector";"";4;"SK4RGL";"Falun";"RV50";145.625;-0.6;"1750 / 85.4";"QRV";60.6295;15.677;"JP70UP";"";"";40;"Omni";"";2
894;"2019-08-05";"Repeater";70;"DMR";"Brandmeister";240340;3;"SK3JR";"Östersund / Brattåsen";"RU365";434.5625;-2;"CC 3";"QRV";63.1047;14.6022;"JP73HC";"";"";"";"Omni";"";0
895;"2025-10-16";"Repeater";70;"DMR";"Brandmeister";240306;3;"SK3RFG";"Sundsvall / Nolby";"RU399";434.9875;-2;"CC 3";"QRT";62.3003;17.3635;"JP82QH";"";20;"";"Omni";"";0
896;"2019-08-05";"Repeater";70;"DMR";"Brandmeister";240220;2;"SK2AZ";"Piteå";"RU388";434.85;-2;"CC 2";"QRV";65.3116;21.2746;"KP05PH";"";20;"";"Omni";"";0
897;"2019-08-05";"Repeater";70;"DMR";"Brandmeister";240210;2;"SK2CI";"Boden";"RU384";434.8;-2;"CC 2";"QRV";65.8204;21.6003;"KP05TT";"";"";"";"Omni";"";0
898;"2025-10-16";"Repeater";70;"DMR";"Brandmeister";240202;2;"SK2HG-2";"Kalix";"RU399";434.9875;-2;"CC 2";"QRT";65.8496;23.176;"KP15OU";"";10;"";"Omni";"5 dBi";0
899;"2023-11-30";"Repeater";70;"DMR";"Brandmeister";240050;0;"SKØQO";"Haninge / Brandbergen";"RU365";434.5625;-2;"CC 0";"QRV";59.1704;18.1663;"JO99BE";120;30;"";"Omni";"10 dBi";0
902;"2021-03-17";"Repeater";2;"FM";"";"";"JW";"JW9SRR";"Svalbard / Skolten";"RV48";145.6;-0.6;91.5;"QRV";78.125;16.5833;"JQ88HD";1130;"";5;"";"1/4 wave dipole";2
903;"2019-08-16";"Repeater";70;"FM";"";"";"LA";"LA6YRR";"Kristiansund / Reinsfjell";"RU368";434.6;-2;1750;"QRT";62.9375;7.9583;"JP32XW";"";"";"";"";"";0
904;"2019-08-16";"Repeater";70;"FM";"";"";"LA";"LA7SR";"Sandefjord / Kjerringberget";"RU384";434.8;-2;74.4;"QRV";59.039;10.202;"JO59CA";116;10;30;"Omni";"Diamond X-300 / 8.4 dBd";0
906;"2019-08-16";"Repeater";70;"FM";"";"";"LA";"LA9NR";"Tønsberg / Frodeåsen";"RU396";434.95;-2;74.4;"QRV";59.2708;10.375;"JO59EG";118;40;30;"Omni";"Diamond X-300 / 8.4 dBd";0
907;"2019-08-16";"Repeater";70;"FM";"";"";"LA";"LA3JRR";"Kvelde / Jordstøyp";"RU374";434.675;-2;74.4;"QRV";59.198;9.958;"JO49XE";325;6;30;"Omni";"Diamond X-300 / 8.4 dBd";0
908;"2023-01-03";"Repeater";70;"FM / DMR";"Brandmeister";242803;"LA";"LA6HR";"Holmestrand / Hvittingen";"RU372";434.65;-2;"74.4 / CC 1";"QRV";59.546;10.196;"JO59CN";434;31;30;"154-244°";"Kathrein K733021 / 10 dBd";1
910;"2022-12-08";"Repeater";70;"DMR";"Brandmeister";242701;"LA";"LD3GL";"Skien / Vealøs";"RU361";434.5125;-2;"CC 1";"QRV";59.235;9.699;"JO49UF";500;10;35;"Omni";"Procom CXL 70-5C/l";1
911;"2019-08-16";"Repeater";2;"FM";"";"";"LA";"LA5SR";"Sandefjord / Mokollen";"RV60";145.75;-0.6;74.4;"QRV";59.1458;10.2083;"JO59CD";100;10;30;"West";"Diamond X-300 / 8.4 dBd";0
912;"2022-12-08";"Repeater";2;"FM";"";"";"LA";"LA5GR";"Skien / Vealøs";"RV52";145.65;-0.6;74.4;"QRV";59.235;9.699;"JO49UF";500;6;30;"Omni";"Phelps Dodge / 8 dBd";1
913;"2021-01-27";"Repeater";2;"FM";"";"";"LA";"LA5HR";"Horten / Skottås";"RV50";145.625;-0.6;74.4;"QRV";59.3958;10.375;"JO59EJ";140;10;30;"Omni";"Aerial OY AV1912 / 10 dBi";2
914;"2019-08-16";"Repeater";2;"FM";"";"";"LA";"LA3GRR";"Gaustatoppen";"RV49";145.6125;-0.6;74.4;"QRV";59.8546;8.6492;"JO49HU";1850;5;30;"80-250°";"Diamond X-300 / 5.5 dBd";0
915;"2022-12-08";"Repeater";70;"FM / C4FM";"";"";"LA";"LA3VRR";"Skien / Vealøs";"RU369";434.6125;-2;74.4;"QRV";59.235;9.699;"JO49UF";500;10;"";"Omni";"Diamond X-50";1
916;"2019-08-16";"Link";2;"FM";"";"";"LA";"LA1HRR";"Halden";"X3";144.6625;"";77;"";59.1042;11.375;"JO59QC";143;"";"";"";"";0
917;"2022-04-17";"Repeater";70;"FM / DMR";"Brandmeister";242101;"LA";"LA1KRR";"Bærum / Kolsås";"RU394";434.925;-2;"110.9 / CC 1";"QRV";59.929;10.5165;"JO59GW";342;10;15;"Omni";"8.00 dBi";0
920;"2020-03-31";"Repeater";2;"FM / DMR";"Brandmeister";240440;4;"SK4RKD";"Karlskoga";"RV60";145.75;-0.6;"74.4 / CC 4";"QRV";59.378;14.435;"JO79FJ";250;23;50;"Omni";"Diamond X-510";1
921;"2023-02-23";"Repeater";70;"D-Star";"ircDDB";"";5;"SK5UM-B";"Flen";"RU364";434.55;-2;"DV Carrier";"QRV";59.0502;16.63;"JO89HB";80;25;25;"Omni";"Vertical";1
922;"2025-08-06";"Repeater";70;"FM";"SvxReflector";"";5;"SK5UM/R";"Flen / Öja";"RU380";434.75;-2;"1750 / 91.5";"Plan";59.0454;16.6296;"JO89HB";100;30;25;"";"4x dipole";1
923;"2023-08-23";"Repeater";2;"DMR";"Brandmeister";240510;5;"SK5UM/R";"Flen";"RV51";145.6375;-0.6;"82.5 / CC 5";"QRV";59.0448;16.6282;"JO89HB";80;40;50;"Omni";"4x dipol, 6dBi";1
925;"2022-09-07";"Repeater";70;"DMR";"Brandmeister";240621;6;"SK6RKI";"Öckerö";"RU388";434.85;-2;"CC 6";"QRV";57.7091;11.6431;"JO57TR";35;10;25;"Omni";"X-50";0
926;"2022-09-07";"Repeater";2;"FM";"SvxReflector";"";6;"SK6RKI";"Öckerö";"RV60";145.75;-0.6;"1750 / 114.8";"QRV";57.7091;11.6431;"JO57TR";"";"";25;"Omni";"";0
927;"2019-09-07";"Beacon";6;"CW";"";"";"LA";"LA2SIX";"Melhus / Vassfjellet";"";50.488;"";"";"QRV";63.2708;10.375;"JP53EG";710;"";25;"";"1/2 wl vertical";0
928;"2017-08-08";"Beacon";70;"CW";"";"";"LA";"LA2UHF";"Melhus / Vassfjellet";"";432.463;"";"";"QRV";63.2708;10.375;"JP53EG";710;"";22;"";"12-element yagi";0
930;"2022-01-04";"Repeater";2;"FM / C4FM";"";"";7;"SK7JD/R";"Västervik";"RV54";145.675;-0.6;77;"QRV";57.7567;16.6182;"JO87HS";75;40;50;"Omni";"2 st. Procom GP";0
931;"2013-08-07";"Beacon";6;"CW";"";"";"JW";"JW9SIX";"Svalbard / Bjørnøya";"";50.0487;"";"";"QRV";74.5208;18.9583;"JQ94LM";"";"";10;"Omni V";"Dipole";0
932;"2013-08-07";"Beacon";23;"CW";"";"";"LA";"LA4SHF";"Jæren / Egersund";"";1296.89;"";"";"QRV";58.3958;5.9583;"JO28XJ";"";"";45;"180°";"Colinear";0
933;"2013-08-07";"Beacon";4;"CW";"";"";"LA";"LA4VHF";"Egersund";"";70.075;"";"";"QRV";58.479;5.875;"JO28WL";30;"";50;30;"3-ele Yagi";0
934;"2013-08-07";"Beacon";70;"CW";"";"";"LA";"LA5UHF";"Jæren / Egersund";"";432.441;"";"";"QRV";58.3958;5.9583;"JO28XJ";150;"";200;"180°";"6el Yagi";0
935;"2021-03-07";"Beacon";4;"CW";"";"";"LA";"LA5VHF";"Kristiansand";"";70.065;"";"";"QRV";58.0516;7.4166;"JO38RB";"";"";10;"Omni";"GP";2
936;"2013-08-07";"Beacon";70;"CW";"";"";"LA";"LA8UHF";"Tønsberg";"";432.48;"";"";"QRV";59.0625;10.4583;"JO59FB";30;"";50;"90°/180°";"8 el Yagi";0
937;"2013-08-07";"Beacon";2;"CW";"";"";"LA";"LA8VHF";"Stavern";"";144.48;"";"";"QRV";58.9792;9.9583;"JO48XX";30;"";100;"150°";"3 x 2el Yagi";0
940;"2013-08-07";"Beacon";6;"CW";"";"";"OH0";"OH0SIX";"Stalsby / Åland";"";50.0175;"";"";"QRV";60.354;19.959;"JP90XI";65;"";3;"0°/180°";"Dipole";0
941;"2013-08-07";"Beacon";6;"CW";"";"";"OH1";"OH1SIX";"Ikaalinen";"";50.012;"";"";"QRV";61.854;23.375;"KP11QU";157;"";50;"Omni";"2 x X dipole";0
942;"2013-08-07";"Beacon";23;"CW";"";"";"OH2";"OH2SHF";"Radkilassa";"";1296.928;"";"";"";60.0625;24.125;"KP20BB";"";"";150;"Omni";"10 dB";0
943;"2013-08-07";"Beacon";70;"CW";"";"";"OH2";"OH2UHF";"Inkoo";"";432.443;"";"";"QRV";60.0625;24.125;"KP20BB";65;"";"60/6";"20°/230°";"2 x 10 dBi";0
944;"2013-08-07";"Beacon";2;"CW";"";"";"OH2";"OH2VHF";"Inkoo";"";144.442;"";"";"QRV";60.3958;23.7917;"KP10VJ";65;"";150;"20°/230°";"9 el. Yagi";0
945;"2013-08-07";"Beacon";6;"CW";"";"";"OH5";"OH5SHF";"Kouvola";"";50.033;"";"";"QRV";60.8958;26.625;"KP30HV";"";"";20;"";"Dipole";0
946;"2013-08-07";"Beacon";2;"CW";"";"";"OH7";"OH7VHF";"Tuupovaara";"";144.433;"";"";"QRV";62.3958;30.7083;"KP52IJ";165;"";50;"Omni";"2 x Big Wheel";0
947;"2013-08-07";"Beacon";6;"CW";"";"";"OH9";"OH9SIX";"Pirttikoski";"";50.067;"";"";"QRV";66.3542;27.2083;"KP36OI";"";"";35;"Omni";"2 x X Dipole";0
948;"2013-08-07";"Beacon";2;"CW";"";"";"OH9";"OH9VHF";"Pirttikoski";"";144.417;"";"";"QRV";66.3542;27.2083;"KP36OI";310;"";750;"200°";"7 dBd gain";0
950;"2013-08-07";"Beacon";2;"CW";"";"";"OZ";"OZ3VHF";"Nyborg";"";144.439;"";"";"QRV";55.5208;10.625;"JO55HM";78;"";5;"Omni";"Cloverleaf";0
952;"2013-08-07";"Beacon";23;"CW";"";"";"OZ";"OZ5SHF";"Horsens / Yding Skovhøj";"";1296.9;"";"";"QRV";55.9792;9.7916;"JO45VX";205;"";10;"";"";0
953;"2013-08-07";"Beacon";6;"CW";"";"";"OZ";"OZ6VHF";"Oestervraa";"";50.054;"";"";"QRV";57.3542;10.375;"JO57EI";84;"";25;"Omni";"Turnstile";0
954;"2026-02-15";"Beacon";70;"CW";"";"";1;"SK1BL/B";"Klintehamn";"";432.405;"";"";"QRV";57.3868;18.1872;"JO97CJ";65;60;50;"Omni";"Alford Slot";2
955;"2026-02-15";"Beacon";2;"CW";"";"";1;"SK1VHF";"Klintehamn";"";144.447;"";"";"QRV";57.3868;18.1872;"JO97CJ";65;60;35;"Omni";"M2 loop";2
956;"2025-05-26";"Beacon";2;"CW";"";"";2;"SK2VHF";"Vindeln / Buberget";"";144.457;"";"";"QRT";64.2292;19.625;"JP94TF";300;10;80;"N+SV";"2 x 4 el Que-Dee bearing N<br>10 el Que-Dee bearing SSV";0
957;"2013-07-08";"Beacon";70;"CW";"";"";3;"SK3UHF";"Nordingrå / Rävsön";"";432.455;"";"";"QRV";62.9375;18.4583;"JP92FW";200;8;50;"Omni";"2 x dipole";0
958;"2013-08-07";"Beacon";23;"CW";"";"";3;"SK3UHG";"Nordingrå / Rävsön";"";1296.855;"";"";"QRV";62.9375;18.4583;"JP92FW";200;10;30;"Omni";"Slotted waveguide";0
959;"2013-08-07";"Beacon";3;"CW";"";"";4;"SK4BX/B";"Garphyttan / Ånnaboda";"";10368.96;"";"";"QRV";59.3542;14.9583;"JO79LI";270;10;"";"";"";0
960;"2022-12-13";"Beacon";2;"PI4 - CW";"";"";4;"SK4MPI";"Borlänge";"";144.412;"";"";"QRV";60.335;15.299;"JP70PI";380;20;200;"NV+NO";"4x5 el Yagis";2
961;"2023-10-18";"Beacon";3;"CW";"";"";6;"SK6YH/B";"Göteborg";"";10368.808;"";"";"QRV";57.6781;11.9802;"JO57XQ";135;40;1000;"184°";"Dish 33 dB";2
962;"2013-08-07";"Beacon";2;"CW";"";"";7;"SK7VHF";"Sjöbo";"";144.461;"";"";"QRV";55.6875;13.7083;"JO65UQ";25;25;10;"Omni";"Halo";0
963;"2013-08-07";"Beacon";2;"CW";"";"";"LA";"LA4VHF";"Egersund";"";144.441;"";"";"QRV";58.479;5.875;"JO28WL";50;"";30;"40 deg / 220 deg";"2 x 3el Yagi";0
964;"2013-08-07";"Beacon";4;"CW";"";"";"LA";"LA7VHF";"Tromsø";"";70.081;"";"";"QRV";69.6875;18.875;"JP99KQ";"";"";40;"190°";"4 el Yagi";0
965;"2013-08-07";"Beacon";2;"CW";"";"";"LA";"LA3VHF";"Mandal";"";144.478;"";"";"QRV";58.0208;7.4583;"JO38RA";30;"";120;"180°";"9el Yagi";0
967;"2025-11-03";"Beacon";23;"CW";"";"";1;"SK1UHG";"Klintehamn";"";1296.95;"";"";"QRV";57.3868;18.1872;"JO97CJ";65;60;30;"Omni";"Alford Slot";2
968;"2014-11-03";"Beacon";70;"CW";"";"";4;"SK4BX/B";"Garphyttan / Storstenshöjden";"";432.46;"";"";"QRV";59.3316;14.9309;"JO79LH";270;10;50;"N E S W";"4x log per";0
969;"2013-08-07";"Beacon";4;"CW";"";"";"OH2";"OH2FOUR";"Lohja";"";70.018;"";"";"QRV";60.3125;24.2917;"KP20DH";83;"";15;"Omni";"Dipole";0
970;"2013-08-07";"Beacon";4;"CW";"";"";"OH5";"OH5RBG";"Kouvla";"";70.033;"";"";"QRV";60.9375;26.625;"KP30HW";140;"";15;"232°";"7 dBi";0
971;"2013-08-07";"Beacon";6;"CW";"";"";"OH2";"OH2SIX";"Nummela";"";50.025;"";"";"QRV";60.3125;24.2917;"KP20DH";"";"";80;"Omni";"Half Wave Vertical";0
