pack_id,source_id,enabled_default,service,band,category,tags,type,label,channel,name_hint,rx_frequency,tx_frequency,duplex,offset,mode,tstep,tone,rtone_freq,ctone_freq,dtcs_code,dtcs_polarity,skip,tx_allowed,rx_only,license_note,comment,source,source_url,inferred_from_range
se_amateur_2m_70cm,se-2m-cw-act-14405,false,amateur,2m,weak_signal_activity,weak_signal_activity|activity_center|cw,Static,CW ACT,,CW ACT,144.050000,144.050000,,0.000000,CW,5.0,,,,,,,true,false,Amatörradiocertifikat krävs för sändning; kontrollera aktuell bandplan och lokal praxis.,Static bandplan | 2m | weak_signal_activity | CW ACT | 144.050 CW aktivitetscenter,"SSA Bandplan 144-146 MHz, utgåva 2020-11-26, SM7GVF",https://www.iaru-r1.org/about-us/committees-and-working-groups/vhf-uhf-shf-committee-c5/,false
se_amateur_2m_70cm,se-2m-ms-1441,false,amateur,2m,weak_signal_activity,weak_signal_activity|activity_center|meteor_scatter,Static,MS,,MS,144.100000,144.100000,,0.000000,CW,5.0,,,,,,,true,false,Amatörradiocertifikat krävs för sändning; kontrollera aktuell bandplan och lokal praxis.,Static bandplan | 2m | weak_signal_activity | MS | 144.100 Random MS,"SSA Bandplan 144-146 MHz, utgåva 2020-11-26, SM7GVF",https://www.iaru-r1.org/about-us/committees-and-working-groups/vhf-uhf-shf-committee-c5/,false
se_amateur_2m_70cm,se-2m-ssb-act-1443,false,amateur,2m,weak_signal_activity,weak_signal_activity|activity_center|ssb,Static,SSB ACT,,SSB ACT,144.300000,144.300000,,0.000000,USB,5.0,,,,,,,true,false,Amatörradiocertifikat krävs för sändning; kontrollera aktuell bandplan och lokal praxis.,Static bandplan | 2m | weak_signal_activity | SSB ACT | 144.300 SSB aktivitetscenter,"SSA Bandplan 144-146 MHz, utgåva 2020-11-26, SM7GVF",https://www.iaru-r1.org/about-us/committees-and-working-groups/vhf-uhf-shf-committee-c5/,false
se_amateur_2m_70cm,se-2m-sstv-1445,false,amateur,2m,image_activity,image_activity|activity_center|sstv|fax,Static,SSTV,,SSTV,144.500000,144.500000,,0.000000,NFM,5.0,,,,,,,true,false,Amatörradiocertifikat krävs för sändning; kontrollera aktuell bandplan och lokal praxis.,"Static bandplan | 2m | image_activity | SSTV | 144.500 Aktivitetscenter för bildöverföring (SSTV, FAX, etc.)","SSA Bandplan 144-146 MHz, utgåva 2020-11-26, SM7GVF",https://www.iaru-r1.org/about-us/committees-and-working-groups/vhf-uhf-shf-committee-c5/,false
se_amateur_2m_70cm,se-2m-data-1446,false,amateur,2m,data_activity,data_activity|activity_center|data,Static,DATA,,DATA,144.600000,144.600000,,0.000000,NFM,5.0,,,,,,,true,false,Amatörradiocertifikat krävs för sändning; kontrollera aktuell bandplan och lokal praxis.,"Static bandplan | 2m | data_activity | DATA | 144.600 Data aktivitetscenter (MGM, RTTY, etc.)","SSA Bandplan 144-146 MHz, utgåva 2020-11-26, SM7GVF",https://www.iaru-r1.org/about-us/committees-and-working-groups/vhf-uhf-shf-committee-c5/,false
se_amateur_2m_70cm,se-2m-atv-tb-14475,false,amateur,2m,atv_talkback,activity_center|atv_talkback,Static,ATV TB,,ATV TB,144.750000,144.750000,,0.000000,NFM,5.0,,,,,,,true,false,Amatörradiocertifikat krävs för sändning; kontrollera aktuell bandplan och lokal praxis.,Static bandplan | 2m | atv_talkback | ATV TB | 144.750 ATV FM talk back,"SSA Bandplan 144-146 MHz, utgåva 2020-11-26, SM7GVF",https://www.iaru-r1.org/about-us/committees-and-working-groups/vhf-uhf-shf-committee-c5/,false
se_amateur_2m_70cm,se-2m-aprs-1448,true,amateur,2m,aprs,packet|aprs,Static,APRS,,APRS,144.800000,144.800000,,0.000000,NFM,5.0,,,,,,,true,false,Amatörradiocertifikat krävs för sändning; kontrollera aktuell bandplan och lokal praxis.,Static bandplan | 2m | aprs | APRS | 144.800 APRS,"SSA Bandplan 144-146 MHz, utgåva 2020-11-26, SM7GVF",https://www.iaru-r1.org/about-us/committees-and-working-groups/vhf-uhf-shf-committee-c5/,false
se_amateur_2m_70cm,se-2m-dv-gw-1448125,false,amateur,2m,dv_internet_gateway,dv_internet_gateway|digital_voice|internet_gateway|dv,Static,DV GW,,DV GW,144.812500,144.812500,,0.000000,NFM,5.0,,,,,,,true,false,Amatörradiocertifikat krävs för sändning; kontrollera aktuell bandplan och lokal praxis.,Static bandplan | 2m | dv_internet_gateway | DV GW | DV Internet röstgateway enligt 2m-bandplan,"SSA Bandplan 144-146 MHz, utgåva 2020-11-26, SM7GVF",https://www.iaru-r1.org/about-us/committees-and-working-groups/vhf-uhf-shf-committee-c5/,false
se_amateur_2m_70cm,se-2m-dv-gw-144825,false,amateur,2m,dv_internet_gateway,dv_internet_gateway|digital_voice|internet_gateway|dv,Static,DV GW,,DV GW,144.825000,144.825000,,0.000000,NFM,5.0,,,,,,,true,false,Amatörradiocertifikat krävs för sändning; kontrollera aktuell bandplan och lokal praxis.,Static bandplan | 2m | dv_internet_gateway | DV GW | DV Internet röstgateway enligt 2m-bandplan,"SSA Bandplan 144-146 MHz, utgåva 2020-11-26, SM7GVF",https://www.iaru-r1.org/about-us/committees-and-working-groups/vhf-uhf-shf-committee-c5/,false
se_amateur_2m_70cm,se-2m-dv-gw-1448375,false,amateur,2m,dv_internet_gateway,dv_internet_gateway|digital_voice|internet_gateway|dv,Static,DV GW,,DV GW,144.837500,144.837500,,0.000000,NFM,5.0,,,,,,,true,false,Amatörradiocertifikat krävs för sändning; kontrollera aktuell bandplan och lokal praxis.,Static bandplan | 2m | dv_internet_gateway | DV GW | DV Internet röstgateway enligt 2m-bandplan,"SSA Bandplan 144-146 MHz, utgåva 2020-11-26, SM7GVF",https://www.iaru-r1.org/about-us/committees-and-working-groups/vhf-uhf-shf-committee-c5/,false
se_amateur_2m_70cm,se-2m-dv-gw-14485,false,amateur,2m,dv_internet_gateway,dv_internet_gateway|digital_voice|internet_gateway|dv,Static,DV GW,,DV GW,144.850000,144.850000,,0.000000,NFM,5.0,,,,,,,true,false,Amatörradiocertifikat krävs för sändning; kontrollera aktuell bandplan och lokal praxis.,Static bandplan | 2m | dv_internet_gateway | DV GW | DV Internet röstgateway enligt 2m-bandplan,"SSA Bandplan 144-146 MHz, utgåva 2020-11-26, SM7GVF",https://www.iaru-r1.org/about-us/committees-and-working-groups/vhf-uhf-shf-committee-c5/,false
